selected_text_processed,sentiment
feel good give good,positive
go go freakin aha,neutral
great,positive
thank,positive
sly,negative
say later enjoy,positive
go,positive
ugh,negative
id much rather,negative
suppose,neutral
love,positive
watch,neutral
best,positive
okay seriously bore go rain,negative
greatest,positive
present ever even online,neutral
say come,neutral
awesome late though,neutral
already ten late attic wake,neutral
get airbrush soon put dress messed little,neutral
great,positive
really sorry,negative
do pack hope,neutral
tire,negative
later,neutral
tan,negative
lonely,negative
thank,positive
get mine yet u,neutral
happy,negative
love new,positive
still live could pop see,neutral
want sandwich bad,positive
mosh bear fall,neutral
lick twirl wrapper like,neutral
ignore except yell,neutral
super like french,neutral
revise limit,neutral
miss usually free rarely,neutral
watch,neutral
oh forget ferry around go much sit sun close,neutral
noooooo worst,negative
english,positive
lol im bore,neutral
decide give old go,neutral
may fourth,positive
leave,neutral
sure would like,positive
easy,positive
amaze,positive
would read still wait afro,neutral
leave,negative
bless,neutral
do,negative
ohwell need,neutral
suck away,negative
see though,negative
crawl ne,neutral
die kidney need get better,neutral
kick,negative
special,positive
lovely wed,positive
probably go miss iracing sad scan,neutral
finish,neutral
ugh,negative
work aah well another one come,neutral
nicely,positive
lyndon get monday may mail via,neutral
tell u,neutral
good,positive
bore okiee gon na see boyfriend,neutral
still go though,neutral
eat,neutral
super,positive
watch two work,neutral
cross,positive
come bad take,neutral
b apparently write sure work come,neutral
come come say right,neutral
great,positive
right pretty busy,neutral
find,positive
make,neutral
exhilerating,positive
love,positive
morrissey jealous hope enjoy wish go,neutral
think fight pay,neutral
uncomfortable,negative
happy,positive
since really decide one,neutral
play pet,neutral
like,neutral
may break toe drink,negative
bore,negative
oh lovely,positive
good,positive
yes originally argentina mystic de te,neutral
oh,negative
follow tove,neutral
get free still get,neutral
cool,positive
good,positive
unfortunately,negative
work finger cod get,neutral
sleep even tire,neutral
would totally write,neutral
bacteria disinfect female write essay,neutral
include release,neutral
interest,positive
great,positive
nice,positive
awww poor make drive soon great tonight could go live far,neutral
fail final far worst semester otherwise best,neutral
good,positive
like,negative
wind relax little little even,neutral
either,neutral
drive leave wake arrive proximately see ya,neutral
odd,negative
look like unexpected good,positive
watch funny bad still work,neutral
finally could get back go,neutral
darling,positive
try,positive
nice,negative
h cool check,positive
except rain since suppose monday,negative
back oven pop,neutral
u soo unfair,negative
one,neutral
consider buy one,neutral
leave offf oeiras see,neutral
keep tweet crowdsourcing sure,neutral
write,neutral
feelin little blue tonight might good,neutral
good except steve back head,neutral
get firefox work get back,neutral
great,positive
dear bed,neutral
feel better,neutral
spendin ant go,neutral
far good,positive
stupid,negative
yes herrrrr na,negative
listen prima,neutral
suggest fannie,neutral
well miss would really like,neutral
perhaps lol itch,neutral
hot,neutral
remember,negative
ohh,positive
really shouldnt,negative
episode,neutral
get suspicious see one together,neutral
heavy,negative
yay box although box spar eat spend troubleshoot,neutral
suppose certain personally hold like,neutral
g,positive
good stick airport,neutral
good,positive
never follow,neutral
slutted,negative
poor tease mini think need pughug,neutral
marry silly,negative
definately go amaze,positive
wonderful,positive
go still gym,neutral
mischevious wait,neutral
long really sleep tired nice get ta,neutral
actually workin,neutral
hey dude im saw pic long hair umm say keep short,neutral
go great,positive
sad,negative
disappointed,negative
second last first ever,neutral
posh enough read,neutral
right,neutral
great,positive
stop away lc realize ago,neutral
tire,neutral
good,positive
sorry yet get straight,neutral
right go dig find possible,neutral
read laugh,neutral
much,positive
sit two away stuff diff,negative
happy get got early bore,neutral
nice,positive
cute,positive
happy,positive
oh,neutral
rain,neutral
u,positive
try win com,neutral
get,neutral
miss,negative
send happy shout greatest ever u kick everyday lovely,positive
see toss think,neutral
like,negative
best,positive
two till mrs,neutral
sorry think accidentally disconnect much try head,neutral
excite,positive
nice,positive
go,neutral
ming though attachment go see blog check,neutral
good,positive
oh thas know kinda knew cuz ericson together,neutral
get,negative
lose,negative
may u attend back,neutral
worth kd,neutral
next around please let know take,neutral
bum,negative
love,positive
well good,positive
see wednesay,neutral
except haley get hit,neutral
finally get grey,neutral
good,negative
break try keep together fall apart,negative
frustrate find sitter good marry,neutral
whole maybe go,neutral
sunny need later find,neutral
tell updating personal check come,neutral
always look bright,positive
wake totally missed open useless,neutral
good,positive
go vend maching perhaps sign need snack anyway,neutral
completely forget mothersday lol happy,positive
want,neutral
happy,positive
wonderful,positive
go go tonight like head main,neutral
make,negative
first lol,neutral
make,negative
know,neutral
lose,negative
sadly,negative
get caught outside cold,neutral
give take away take like,neutral
two vega realize leave,neutral
follow lonelyyyy,neutral
get mommy,neutral
good,positive
ugh definitely speak soon,neutral
tough,negative
exhaust,negative
hat,negative
u well,positive
happy,positive
really back wait arrive finally,positive
leave first leave bed,neutral
really curious,positive
since go,neutral
gangsterrr even fit,negative
probably come like nervous help eachother,neutral
uni,neutral
ill verizon two right,neutral
wish could come true,positive
good,positive
cryy,negative
steal new laptop,negative
left sit call,neutral
depress,negative
might good,negative
bad,negative
greatest,positive
really want happen love,neutral
miss,negative
ah appreciate,positive
cross golden nice,positive
quiet,positive
miss,negative
help,negative
get gig gutted though,neutral
like,negative
bless,positive
stupid,negative
agree decide,neutral
find,neutral
anytime buddy u,neutral
stimulate,neutral
utter,negative
happy,positive
happy belated billy forget say bday feel aweful,neutral
offensive love denny,positive
evil,negative
chillaxing,positive
get tough ew back,neutral
happen warm pout,neutral
get stung,negative
sit watch atl wait jess come like go get marg later second,neutral
im like ish,negative
try silly silly tweetdeck,neutral
right,positive
still work,neutral
pay,neutral
miss,neutral
mail get reply right probly mean,neutral
know wrong confirm,neutral
oh last unhappy,neutral
ugh poor beautiful go new still tire,neutral
awesome know think take make want,positive
fooked check whether take,neutral
deny,negative
cheer arsenal miss,neutral
back even mind,neutral
frappachinos amaze,positive
happy,positive
full,neutral
remind living,neutral
probably want go,neutral
preview air yet,neutral
best final,positive
feel good,negative
miss,negative
go leicester main though,neutral
ur,neutral
lonely,negative
annoy,negative
cool successful,positive
good,positive
guess,neutral
hopefully,positive
woo nxt,neutral
steal,negative
would th,negative
back,neutral
happy,positive
absolutly great,positive
fristy,negative
good,positive
always refresh,positive
okay listen work,neutral
find,neutral
dual,neutral
old like worn say love sarcastic,neutral
fam come probably mid june early,neutral
feel happy despite happy,positive
finish english final one closer,neutral
feel great,positive
die,negative
wrong maybe,neutral
chill,positive
listen tell use huge seem forgotten,neutral
never home,negative
slow,negative
hopefully,positive
say u na follow nita ur live,neutral
really stink,negative
pleaseeeee want birthdayyyy say happy,positive
shall annoyingly tweet,negative
aww one,neutral
almost empty inside good,negative
th,positive
shirt think send,neutral
good,positive
weekly,neutral
one never end,neutral
little,negative
make twitter follower,neutral
umm check green check ready,neutral
um write like want write yet,positive
humble,positive
like,negative
u already take,neutral
yeh suppose know really gunner,neutral
surely knew good hold essential unless,neutral
tease,positive
make saturday much better,positive
tire,negative
love twit,positive
happy ev,positive
watch could stay awake better one,neutral
shatter long,neutral
play,neutral
better,positive
embarrased,negative
na,neutral
love,positive
ugly,neutral
lucky,positive
like n get free,neutral
happy,positive
ugh,negative
like perfect spend sunday,positive
better hot take,positive
worst fate u,negative
ooo good uni,positive
try relax get ta go back,neutral
happy,positive
drive,negative
find info really need release,neutral
bore would love,neutral
die,negative
noo go instead lol,neutral
